"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_block","full_address","lat","lon"
"165","Theft From Auto Under $5000",2008,1,"ABBOTT ST / KEEFER PL","ABBOTT ST / KEEFER PL","ABBOTT ST / KEEFER PL Vancouver, BC, Canada",49.28035,-123.10761
"166","Theft From Auto Under $5000",2008,1,"1XX E 53RD AVE","100 E 53RD AVE","100 E 53RD AVE Vancouver, BC, Canada",49.2219151,-123.1036737
"167","Theft From Auto Under $5000",2008,1,"4XX E 55TH AVE","400 E 55TH AVE","400 E 55TH AVE Vancouver, BC, Canada",49.2199342,-123.0974168
"168","Theft From Auto Under $5000",2008,1,"12XX RICHARDS ST","1200 RICHARDS ST","1200 RICHARDS ST Vancouver, BC, Canada",49.2756286,-123.1243363
"169","Theft From Auto Under $5000",2008,1,"5XX RICHARDS ST","500 RICHARDS ST","500 RICHARDS ST Vancouver, BC, Canada",49.2831573,-123.1129627
"170","Theft From Auto Under $5000",2008,1,"20XX COMOX ST","2000 COMOX ST","2000 COMOX ST Vancouver, BC, Canada",49.2905461,-123.1428513
"171","Theft From Auto Under $5000",2008,1,"20XX COMOX ST","2000 COMOX ST","2000 COMOX ST Vancouver, BC, Canada",49.2905461,-123.1428513
"172","Theft From Auto Under $5000",2008,1,"16XX GRANT ST","1600 GRANT ST","1600 GRANT ST Vancouver, BC, Canada",49.2712638,-123.0713101
"173","Theft From Auto Under $5000",2008,1,"GRANVILLE ST / W 6TH AVE","GRANVILLE ST / W 6TH AVE","GRANVILLE ST / W 6TH AVE Vancouver, BC, Canada",49.26617,-123.13724
"174","Theft From Auto Under $5000",2008,1,"20XX COMOX ST","2000 COMOX ST","2000 COMOX ST Vancouver, BC, Canada",49.2905461,-123.1428513
"175","Theft From Auto Under $5000",2008,1,"8XX GRIFFITHS WAY","800 GRIFFITHS WAY","800 GRIFFITHS WAY Vancouver, BC, Canada",49.2779897,-123.1103178
"176","Theft From Auto Under $5000",2008,1,"86XX SELKIRK ST","8600 SELKIRK ST","8600 SELKIRK ST Vancouver, BC, Canada",49.2083492,-123.1330838
"177","Theft From Auto Under $5000",2008,1,"36XX CROWLEY DR","3600 CROWLEY DR","3600 CROWLEY DR Vancouver, BC, Canada",49.2351804,-123.0277814
"178","Theft From Auto Under $5000",2008,1,"13XX W GEORGIA ST","1300 W GEORGIA ST","1300 W GEORGIA ST Vancouver, BC, Canada",49.2879967,-123.1269638
"179","Theft From Auto Under $5000",2008,1,"15XX KITCHENER ST","1500 KITCHENER ST","1500 KITCHENER ST Vancouver, BC, Canada",49.2720147,-123.0732214
"180","Theft From Auto Under $5000",2008,1,"9XX SEYMOUR ST","900 SEYMOUR ST","900 SEYMOUR ST Vancouver, BC, Canada",49.27925,-123.12051
"181","Theft From Auto Under $5000",2008,1,"1XX E 17TH AVE","100 E 17TH AVE","100 E 17TH AVE Vancouver, BC, Canada",49.2555849,-123.1030438
"182","Theft From Auto Under $5000",2008,1,"25XX W 4TH AVE","2500 W 4TH AVE","2500 W 4TH AVE Vancouver, BC, Canada",49.2681451,-123.1624529
"183","Theft From Auto Under $5000",2008,1,"1XX E BROADWAY AVE","100 E BROADWAY AVE","100 E BROADWAY AVE Vancouver, BC, Canada",49.2628242,-123.1027275
"184","Theft From Auto Under $5000",2008,1,"7XX E 16TH AVE","700 E 16TH AVE","700 E 16TH AVE Vancouver, BC, Canada",49.2562851,-123.0889794
"185","Theft From Auto Under $5000",2008,1,"2XX ABBOTT ST","200 ABBOTT ST","200 ABBOTT ST Vancouver, BC, Canada",49.2836689,-123.1062434
"186","Theft From Auto Under $5000",2008,1,"6XX CITADEL PRDE","600 CITADEL PRDE","600 CITADEL PRDE Vancouver, BC, Canada",49.279193,-123.1101975
"187","Theft From Auto Under $5000",2008,1,"5XX RICHARDS ST","500 RICHARDS ST","500 RICHARDS ST Vancouver, BC, Canada",49.2831573,-123.1129627
"188","Theft From Auto Under $5000",2008,1,"31XX CAMBIE ST","3100 CAMBIE ST","3100 CAMBIE ST Vancouver, BC, Canada",49.2577115,-123.1149251
"189","Theft From Auto Under $5000",2008,1,"14XX ANDERSON ST","1400 ANDERSON ST","1400 ANDERSON ST Vancouver, BC, Canada",49.2708035,-123.135533
"190","Theft From Auto Under $5000",2008,1,"17XX W BROADWAY AVE","1700 W BROADWAY AVE","1700 W BROADWAY AVE Vancouver, BC, Canada",49.2635551,-123.1436516
"191","Theft From Auto Under $5000",2008,1,"7XX W GEORGIA ST","700 W GEORGIA ST","700 W GEORGIA ST Vancouver, BC, Canada",49.28276,-123.11871
"192","Theft From Auto Under $5000",2008,1,"5XX ABBOTT ST","500 ABBOTT ST","500 ABBOTT ST Vancouver, BC, Canada",49.2808563,-123.1074417
"193","Theft From Auto Under $5000",2008,1,"11XX W HASTINGS ST","1100 W HASTINGS ST","1100 W HASTINGS ST Vancouver, BC, Canada",49.2878376,-123.1199394
"194","Theft From Auto Under $5000",2008,1,"26XX KINGSWAY AVE","2600 KINGSWAY AVE","2600 KINGSWAY AVE Vancouver, BC, Canada",49.2655264,-122.7870186
"195","Theft From Auto Under $5000",2008,1,"5XX RICHARDS ST","500 RICHARDS ST","500 RICHARDS ST Vancouver, BC, Canada",49.2831573,-123.1129627
"196","Theft From Auto Under $5000",2008,1,"86XX OAK ST","8600 OAK ST","8600 OAK ST Vancouver, BC, Canada",49.2082824,-123.130074
"197","Theft From Auto Under $5000",2008,1,"27XX ONTARIO ST","2700 ONTARIO ST","2700 ONTARIO ST Vancouver, BC, Canada",49.2610427,-123.1047447
"198","Theft From Auto Under $5000",2008,1,"12XX CLARK DR","1200 CLARK DR","1200 CLARK DR Vancouver, BC, Canada",49.2739241,-123.0770735
"199","Theft From Auto Under $5000",2008,1,"BURRARD ST / W PENDER ST","BURRARD ST / W PENDER ST","BURRARD ST / W PENDER ST Vancouver, BC, Canada",49.27962,-123.12829
"200","Theft From Auto Under $5000",2008,1,"26XX E BROADWAY AVE","2600 E BROADWAY AVE","2600 E BROADWAY AVE Vancouver, BC, Canada",49.2618851,-123.0519694
"201","Theft From Auto Under $5000",2008,1,"82XX CROMPTON ST","8200 CROMPTON ST","8200 CROMPTON ST Vancouver, BC, Canada",49.2099578,-123.0804869
"202","Theft From Auto Under $5000",2008,1,"10XX BURRARD ST","1000 BURRARD ST","1000 BURRARD ST Vancouver, BC, Canada",49.27986,-123.12661
"203","Theft From Auto Under $5000",2008,1,"36XX VANNESS AVE","3600 VANNESS AVE","3600 VANNESS AVE Vancouver, BC, Canada",49.2361149,-123.027638
"204","Theft From Auto Under $5000",2008,1,"15XX E 22ND AVE","1500 E 22ND AVE","1500 E 22ND AVE Vancouver, BC, Canada",49.2502846,-123.0730993
"205","Theft From Auto Under $5000",2008,1,"32XX W 2ND AVE","3200 W 2ND AVE","3200 W 2ND AVE Vancouver, BC, Canada",49.2701151,-123.1758825
"206","Theft From Auto Under $5000",2008,1,"50XX CAMBIE ST","5000 CAMBIE ST","5000 CAMBIE ST Vancouver, BC, Canada",49.2399254,-123.1173231
"207","Theft From Auto Under $5000",2008,1,"33XX E 47TH AVE","3300 E 47TH AVE","3300 E 47TH AVE Vancouver, BC, Canada",49.2262851,-123.0349
"208","Theft From Auto Under $5000",2008,1,"15XX HORNBY ST","1500 HORNBY ST","1500 HORNBY ST Vancouver, BC, Canada",49.2751694,-123.1328557
"209","Theft From Auto Under $5000",2008,1,"28XX W 7TH AVE","2800 W 7TH AVE","2800 W 7TH AVE Vancouver, BC, Canada",49.2656551,-123.1686288
"210","Theft From Auto Under $5000",2008,1,"25XX E HASTINGS ST","2500 E HASTINGS ST","2500 E HASTINGS ST Vancouver, BC, Canada",49.2810051,-123.0543193
"211","Theft From Auto Under $5000",2008,1,"1XX W PENDER ST","100 W PENDER ST","100 W PENDER ST Vancouver, BC, Canada",49.28096,-123.10846
"212","Theft From Auto Under $5000",2008,1,"13XX E 13TH AVE","1300 E 13TH AVE","1300 E 13TH AVE Vancouver, BC, Canada",49.2585949,-123.0772281
"213","Theft From Auto Under $5000",2008,1,"85XX STANLEY PARK DR","8500 STANLEY PARK DR","8500 STANLEY PARK DR Vancouver, BC, Canada",49.2943329,-123.1482249
"214","Theft From Auto Under $5000",2008,1,"EUCLID AVE / JOYCE ST","EUCLID AVE / JOYCE ST","EUCLID AVE / JOYCE ST Vancouver, BC, Canada",49.23879,-123.03953
"215","Theft From Auto Under $5000",2008,1,"30XX W 7TH AVE","3000 W 7TH AVE","3000 W 7TH AVE Vancouver, BC, Canada",49.2656996,-123.1721828
"216","Theft From Auto Under $5000",2008,1,"13XX ARBUTUS ST","1300 ARBUTUS ST","1300 ARBUTUS ST Vancouver, BC, Canada",49.2745,-123.1523851
"217","Theft From Auto Under $5000",2008,1,"30XX W 7TH AVE","3000 W 7TH AVE","3000 W 7TH AVE Vancouver, BC, Canada",49.2656996,-123.1721828
"218","Theft From Auto Under $5000",2008,1,"25XX W 5TH AVE","2500 W 5TH AVE","2500 W 5TH AVE Vancouver, BC, Canada",49.2672851,-123.1624922
"219","Theft From Auto Under $5000",2008,1,"14XX ANDERSON ST","1400 ANDERSON ST","1400 ANDERSON ST Vancouver, BC, Canada",49.2708035,-123.135533
"220","Theft From Auto Under $5000",2008,1,"5XX TAYLOR ST","500 TAYLOR ST","500 TAYLOR ST Vancouver, BC, Canada",49.2805107,-123.105474
"221","Theft From Auto Under $5000",2008,1,"14XX OLD BRIDGE ST","1400 OLD BRIDGE ST","1400 OLD BRIDGE ST Vancouver, BC, Canada",49.2708213,-123.1339407
"222","Theft From Auto Under $5000",2008,1,"6XX ROLSTON CRES","600 ROLSTON CRES","600 ROLSTON CRES Vancouver, BC, Canada",49.275524,-123.1273114
"223","Theft From Auto Under $5000",2008,1,"4XX CAMBIE ST","400 CAMBIE ST","400 CAMBIE ST Vancouver, BC, Canada",49.2824449,-123.1093962
"224","Theft From Auto Under $5000",2008,1,"ABBOTT ST / W CORDOVA ST","ABBOTT ST / W CORDOVA ST","ABBOTT ST / W CORDOVA ST Vancouver, BC, Canada",49.28961,-123.12306
"225","Theft From Auto Under $5000",2008,1,"19XX TRIUMPH ST","1900 TRIUMPH ST","1900 TRIUMPH ST Vancouver, BC, Canada",49.2838351,-123.0652494
"226","Theft From Auto Under $5000",2008,1,"6XX RICHARDS ST","600 RICHARDS ST","600 RICHARDS ST Vancouver, BC, Canada",49.2820977,-123.1145466
"227","Theft From Auto Under $5000",2008,1,"6XX EXPO BLVD","600 EXPO BLVD","600 EXPO BLVD Vancouver, BC, Canada",49.2785269,-123.1078334
"228","Theft From Auto Under $5000",2008,1,"1XX W PENDER ST","100 W PENDER ST","100 W PENDER ST Vancouver, BC, Canada",49.28096,-123.10846
"229","Theft From Auto Under $5000",2008,1,"12XX RICHARDS ST","1200 RICHARDS ST","1200 RICHARDS ST Vancouver, BC, Canada",49.2756286,-123.1243363
"230","Theft From Auto Under $5000",2008,1,"10XX LAMEYS MILL RD","1000 LAMEYS MILL RD","1000 LAMEYS MILL RD Vancouver, BC, Canada",49.2662052,-123.1279278
"231","Theft From Auto Under $5000",2008,1,"13XX DAVIE ST","1300 DAVIE ST","1300 DAVIE ST Vancouver, BC, Canada",49.2827663,-123.135142
"232","Theft From Auto Under $5000",2008,1,"18XX W 7TH AVE","1800 W 7TH AVE","1800 W 7TH AVE Vancouver, BC, Canada",49.2653551,-123.1459121
"233","Theft From Auto Under $5000",2008,1,"30XX HEATHER ST","3000 HEATHER ST","3000 HEATHER ST Vancouver, BC, Canada",49.2584574,-123.1197767
"234","Theft From Auto Under $5000",2008,1,"17XX HARO ST","1700 HARO ST","1700 HARO ST Vancouver, BC, Canada",49.2896363,-123.1350925
"235","Theft From Auto Under $5000",2008,1,"26XX ARBUTUS ST","2600 ARBUTUS ST","2600 ARBUTUS ST Vancouver, BC, Canada",49.2626938,-123.152786
"236","Theft From Auto Under $5000",2008,1,"E 12TH AVE / ST CATHERINES ST","E 12TH AVE / ST CATHERINES ST","E 12TH AVE / ST CATHERINES ST Vancouver, BC, Canada",49.24443,-123.08593
"237","Theft From Auto Under $5000",2008,1,"10XX KINGSWAY AVE","1000 KINGSWAY AVE","1000 KINGSWAY AVE Vancouver, BC, Canada",49.2450554,-122.7452629
"238","Theft From Auto Under $5000",2008,1,"18XX W 7TH AVE","1800 W 7TH AVE","1800 W 7TH AVE Vancouver, BC, Canada",49.2653551,-123.1459121
"239","Theft From Auto Under $5000",2008,1,"22XX PRINCE ALBERT ST","2200 PRINCE ALBERT ST","2200 PRINCE ALBERT ST Vancouver, BC, Canada",49.2650925,-123.0870051
"240","Theft From Auto Under $5000",2008,1,"HAMILTON ST / ROBSON ST","HAMILTON ST / ROBSON ST","HAMILTON ST / ROBSON ST Vancouver, BC, Canada",49.28559,-123.12634
"241","Theft From Auto Under $5000",2008,1,"12XX RICHARDS ST","1200 RICHARDS ST","1200 RICHARDS ST Vancouver, BC, Canada",49.2756286,-123.1243363
"242","Theft From Auto Under $5000",2008,1,"21XX W 6TH AVE","2100 W 6TH AVE","2100 W 6TH AVE Vancouver, BC, Canada",49.2662851,-123.1530228
"243","Theft From Auto Under $5000",2008,1,"16XX BURNABY ST","1600 BURNABY ST","1600 BURNABY ST Vancouver, BC, Canada",49.2844861,-123.1399611
"244","Theft From Auto Under $5000",2008,1,"BEATTY ST / W GEORGIA ST","BEATTY ST / W GEORGIA ST","BEATTY ST / W GEORGIA ST Vancouver, BC, Canada",49.28407,-123.12058
"245","Theft From Auto Under $5000",2008,1,"34XX W 1ST AVE","3400 W 1ST AVE","3400 W 1ST AVE Vancouver, BC, Canada",49.2710851,-123.1797423
"246","Theft From Auto Under $5000",2008,1,"7XX W GEORGIA ST","700 W GEORGIA ST","700 W GEORGIA ST Vancouver, BC, Canada",49.28276,-123.11871
"247","Theft From Auto Under $5000",2008,1,"7XX SEYMOUR ST","700 SEYMOUR ST","700 SEYMOUR ST Vancouver, BC, Canada",49.2816172,-123.1172078
"248","Theft From Auto Under $5000",2008,1,"30XX W 2ND AVE","3000 W 2ND AVE","3000 W 2ND AVE Vancouver, BC, Canada",49.2700544,-123.1721617
"249","Theft From Auto Under $5000",2008,1,"1XX E CORDOVA ST","100 E CORDOVA ST","100 E CORDOVA ST Vancouver, BC, Canada",49.28207,-123.10198
"250","Theft From Auto Under $5000",2008,1,"5XX W GEORGIA ST","500 W GEORGIA ST","500 W GEORGIA ST Vancouver, BC, Canada",49.2812053,-123.1163584
"251","Theft From Auto Under $5000",2008,1,"3XX E 12TH AVE","300 E 12TH AVE","300 E 12TH AVE Vancouver, BC, Canada",49.2600135,-123.0980983
"252","Theft From Auto Under $5000",2008,1,"2XX KEEFER ST","200 KEEFER ST","200 KEEFER ST Vancouver, BC, Canada",49.2793341,-123.0994967
"253","Theft From Auto Under $5000",2008,1,"7XX PACIFIC BLVD","700 PACIFIC BLVD","700 PACIFIC BLVD Vancouver, BC, Canada",49.2767277,-123.108784
"254","Theft From Auto Under $5000",2008,1,"30XX CAMBIE ST","3000 CAMBIE ST","3000 CAMBIE ST Vancouver, BC, Canada",49.25855,-123.11468
"255","Theft From Auto Under $5000",2008,1,"17XX COLLINGWOOD ST","1700 COLLINGWOOD ST","1700 COLLINGWOOD ST Vancouver, BC, Canada",49.2710854,-123.1813746
"256","Theft From Auto Under $5000",2008,1,"22XX W BROADWAY AVE","2200 W BROADWAY AVE","2200 W BROADWAY AVE Vancouver, BC, Canada",49.2637451,-123.1555228
"257","Theft From Auto Under $5000",2008,1,"49XX RUPERT ST","4900 RUPERT ST","4900 RUPERT ST Vancouver, BC, Canada",49.2403079,-123.0378706
"258","Theft From Auto Under $5000",2008,1,"37XX COMMERCIAL ST","3700 COMMERCIAL ST","3700 COMMERCIAL ST Vancouver, BC, Canada",49.2518005,-123.0677728
"259","Theft From Auto Under $5000",2008,1,"63XX ST CATHERINES ST","6300 ST CATHERINES ST","6300 ST CATHERINES ST Vancouver, BC, Canada",49.2272096,-123.0863438
"260","Theft From Auto Under $5000",2008,1,"DAVIE ST / PACIFIC BLVD","DAVIE ST / PACIFIC BLVD","DAVIE ST / PACIFIC BLVD Vancouver, BC, Canada",49.27621,-123.11018
"261","Theft From Auto Under $5000",2008,1,"22XX W 12TH AVE","2200 W 12TH AVE","2200 W 12TH AVE Vancouver, BC, Canada",49.2609151,-123.1555828
"262","Theft From Auto Under $5000",2008,1,"46XX W 10TH AVE","4600 W 10TH AVE","4600 W 10TH AVE Vancouver, BC, Canada",49.2637651,-123.2123316
"263","Theft From Auto Under $5000",2008,1,"12XX E KING EDWARD AVE","1200 E KING EDWARD AVE","1200 E KING EDWARD AVE Vancouver, BC, Canada",49.2483851,-123.079835
"264","Theft From Auto Under $5000",2008,1,"25XX MANITOBA ST","2500 MANITOBA ST","2500 MANITOBA ST Vancouver, BC, Canada",49.2629207,-123.1067051
"265","Theft From Auto Under $5000",2008,1,"1XX E 48TH AVE","100 E 48TH AVE","100 E 48TH AVE Vancouver, BC, Canada",49.2265851,-123.1035027
"266","Theft From Auto Under $5000",2008,1,"10XX NELSON ST","1000 NELSON ST","1000 NELSON ST Vancouver, BC, Canada",49.2811165,-123.1261926
"267","Theft From Auto Under $5000",2008,1,"25XX MANITOBA ST","2500 MANITOBA ST","2500 MANITOBA ST Vancouver, BC, Canada",49.2629207,-123.1067051
"268","Theft From Auto Under $5000",2008,1,"22XX W BROADWAY AVE","2200 W BROADWAY AVE","2200 W BROADWAY AVE Vancouver, BC, Canada",49.2637451,-123.1555228
"269","Theft From Auto Under $5000",2008,1,"CARRALL ST / E PENDER ST","CARRALL ST / E PENDER ST","CARRALL ST / E PENDER ST Vancouver, BC, Canada",49.2804,-123.10085
"270","Theft From Auto Under $5000",2008,1,"9XX CHILCO ST","900 CHILCO ST","900 CHILCO ST Vancouver, BC, Canada",49.2923129,-123.139757
"271","Theft From Auto Under $5000",2008,1,"22XX SEMLIN DR","2200 SEMLIN DR","2200 SEMLIN DR Vancouver, BC, Canada",49.2649315,-123.0637351
"272","Theft From Auto Under $5000",2008,1,"20XX W 10TH AVE","2000 W 10TH AVE","2000 W 10TH AVE Vancouver, BC, Canada",49.2626951,-123.1507326
"273","Theft From Auto Under $5000",2008,1,"7XX GRANVILLE ST","700 GRANVILLE ST","700 GRANVILLE ST Vancouver, BC, Canada",49.2822179,-123.1182166
"274","Theft From Auto Under $5000",2008,1,"BUTE ST / ROBSON ST","BUTE ST / ROBSON ST","BUTE ST / ROBSON ST Vancouver, BC, Canada",49.28559,-123.12634
"275","Theft From Auto Under $5000",2008,1,"15XX W 6TH AVE","1500 W 6TH AVE","1500 W 6TH AVE Vancouver, BC, Canada",49.2660551,-123.1384746
"276","Theft From Auto Under $5000",2008,1,"45XX W 5TH AVE","4500 W 5TH AVE","4500 W 5TH AVE Vancouver, BC, Canada",49.2680151,-123.2091622
"277","Theft From Auto Under $5000",2008,1,"7XX E HASTINGS ST","700 E HASTINGS ST","700 E HASTINGS ST Vancouver, BC, Canada",49.2810045,-123.0892525
"278","Theft From Auto Under $5000",2008,1,"7XX SEYMOUR ST","700 SEYMOUR ST","700 SEYMOUR ST Vancouver, BC, Canada",49.2816172,-123.1172078
"279","Theft From Auto Under $5000",2008,1,"45XX W 11TH AVE","4500 W 11TH AVE","4500 W 11TH AVE Vancouver, BC, Canada",49.2627751,-123.2093333
"280","Theft From Auto Under $5000",2008,1,"9XX SEYMOUR ST","900 SEYMOUR ST","900 SEYMOUR ST Vancouver, BC, Canada",49.27925,-123.12051
"281","Theft From Auto Under $5000",2008,1,"27XX YALE ST","2700 YALE ST","2700 YALE ST Vancouver, BC, Canada",49.2905651,-123.0490793
"282","Theft From Auto Under $5000",2008,1,"10XX BURRARD ST","1000 BURRARD ST","1000 BURRARD ST Vancouver, BC, Canada",49.27986,-123.12661
"283","Theft From Auto Under $5000",2008,1,"23XX E 8TH AVE","2300 E 8TH AVE","2300 E 8TH AVE Vancouver, BC, Canada",49.2630951,-123.0579297
"284","Theft From Auto Under $5000",2008,1,"15XX ROBSON ST","1500 ROBSON ST","1500 ROBSON ST Vancouver, BC, Canada",49.2886363,-123.1313318
"285","Theft From Auto Under $5000",2008,1,"26XX E GEORGIA ST","2600 E GEORGIA ST","2600 E GEORGIA ST Vancouver, BC, Canada",49.2781951,-123.0517033
"286","Theft From Auto Under $5000",2008,1,"25XX MANITOBA ST","2500 MANITOBA ST","2500 MANITOBA ST Vancouver, BC, Canada",49.2629207,-123.1067051
"287","Theft From Auto Under $5000",2008,1,"24XX YEW ST","2400 YEW ST","2400 YEW ST Vancouver, BC, Canada",49.2646305,-123.1550645
"288","Theft From Auto Under $5000",2008,1,"22XX W BROADWAY AVE","2200 W BROADWAY AVE","2200 W BROADWAY AVE Vancouver, BC, Canada",49.2637451,-123.1555228
"289","Theft From Auto Under $5000",2008,1,"25XX MANITOBA ST","2500 MANITOBA ST","2500 MANITOBA ST Vancouver, BC, Canada",49.2629207,-123.1067051
"290","Theft From Auto Under $5000",2008,1,"12XX RICHARDS ST","1200 RICHARDS ST","1200 RICHARDS ST Vancouver, BC, Canada",49.2756286,-123.1243363
"291","Theft From Auto Under $5000",2008,1,"NELSON ST / PACIFIC BLVD","NELSON ST / PACIFIC BLVD","NELSON ST / PACIFIC BLVD Vancouver, BC, Canada",49.27621,-123.11018
"292","Theft From Auto Under $5000",2008,1,"8XX HAMILTON ST","800 HAMILTON ST","800 HAMILTON ST Vancouver, BC, Canada",49.2786005,-123.1160139
"293","Theft From Auto Under $5000",2008,1,"1XX ALEXANDER ST","100 ALEXANDER ST","100 ALEXANDER ST Vancouver, BC, Canada",49.2836762,-123.1019642
"294","Theft From Auto Under $5000",2008,1,"5XX RICHARDS ST","500 RICHARDS ST","500 RICHARDS ST Vancouver, BC, Canada",49.2831573,-123.1129627
"295","Theft From Auto Under $5000",2008,1,"44XX NW MARINE DR","4400 NW MARINE DR","4400 NW MARINE DR Vancouver, BC, Canada",49.2746863,-123.2058225
"296","Theft From Auto Under $5000",2008,1,"SEYMOUR ST / W GEORGIA ST","SEYMOUR ST / W GEORGIA ST","SEYMOUR ST / W GEORGIA ST Vancouver, BC, Canada",49.28407,-123.12058
"297","Theft From Auto Under $5000",2008,1,"3XX RAILWAY ST","300 RAILWAY ST","300 RAILWAY ST Vancouver, BC, Canada",49.2842268,-123.0976581
"298","Theft From Auto Under $5000",2008,1,"9XX HOMER ST","900 HOMER ST","900 HOMER ST Vancouver, BC, Canada",49.2781601,-123.1185532
"299","Theft From Auto Under $5000",2008,1,"BURRARD ST / SMITHE ST","BURRARD ST / SMITHE ST","BURRARD ST / SMITHE ST Vancouver, BC, Canada",49.27962,-123.12829
"300","Theft From Auto Under $5000",2008,1,"11XX GRANVILLE ST","1100 GRANVILLE ST","1100 GRANVILLE ST Vancouver, BC, Canada",49.27778,-123.12465
"301","Theft From Auto Under $5000",2008,1,"25XX ONTARIO ST","2500 ONTARIO ST","2500 ONTARIO ST Vancouver, BC, Canada",49.2628359,-123.1046873
"302","Theft From Auto Under $5000",2008,1,"1XX E PENDER ST","100 E PENDER ST","100 E PENDER ST Vancouver, BC, Canada",49.28017,-123.10214
"303","Theft From Auto Under $5000",2008,1,"14XX HOWE ST","1400 HOWE ST","1400 HOWE ST Vancouver, BC, Canada",49.275544,-123.1303874
"304","Theft From Auto Under $5000",2008,1,"5XX RICHARDS ST","500 RICHARDS ST","500 RICHARDS ST Vancouver, BC, Canada",49.2831573,-123.1129627
"305","Theft From Auto Under $5000",2008,1,"11XX COMOX ST","1100 COMOX ST","1100 COMOX ST Vancouver, BC, Canada",49.2817364,-123.1293327
"306","Theft From Auto Under $5000",2008,1,"15XX MAIN ST","1500 MAIN ST","1500 MAIN ST Vancouver, BC, Canada",49.2722,-123.09969
"307","Theft From Auto Under $5000",2008,1,"31XX ONTARIO ST","3100 ONTARIO ST","3100 ONTARIO ST Vancouver, BC, Canada",49.2573999,-123.10487
"308","Theft From Auto Under $5000",2008,1,"8XX POWELL ST","800 POWELL ST","800 POWELL ST Vancouver, BC, Canada",49.2828251,-123.086837
"309","Theft From Auto Under $5000",2008,1,"FRANKLIN ST / SEMLIN DR","FRANKLIN ST / SEMLIN DR","FRANKLIN ST / SEMLIN DR Vancouver, BC, Canada",49.2823,-123.07921
"310","Theft From Auto Under $5000",2008,1,"25XX MANITOBA ST","2500 MANITOBA ST","2500 MANITOBA ST Vancouver, BC, Canada",49.2629207,-123.1067051
"311","Theft From Auto Under $5000",2008,1,"CAMBIE ST / W HASTINGS ST","CAMBIE ST / W HASTINGS ST","CAMBIE ST / W HASTINGS ST Vancouver, BC, Canada",49.28175,-123.10579
"312","Theft From Auto Under $5000",2008,1,"20XX PENDRELL ST","2000 PENDRELL ST","2000 PENDRELL ST Vancouver, BC, Canada",49.2898366,-123.143933
"313","Theft From Auto Under $5000",2008,1,"6XX RICHARDS ST","600 RICHARDS ST","600 RICHARDS ST Vancouver, BC, Canada",49.2820977,-123.1145466
"314","Theft From Auto Under $5000",2008,1,"19XX TURNER ST","1900 TURNER ST","1900 TURNER ST Vancouver, BC, Canada",49.2790149,-123.0653703
